timestamp,open,high,low,close,volume
1757016000000,148.485,148.55,148.437,148.477,2565.79
1757019600000,148.479,148.5,148.368,148.402,779.77
1757023200000,148.402,148.513,148.402,148.478,1886.78
1757026800000,148.477,148.505,148.33,148.422,3755.92
1757030400000,148.419,148.438,148.127,148.171,7997.51
1757034000000,148.172,148.264,148.089,148.142,5805.67
1757037600000,148.141,148.18,148.08,148.178,2595.46
1757041200000,148.184,148.206,148.111,148.176,2438.72
1757044800000,148.174,148.237,148.167,148.218,2614.04
1757048400000,148.218,148.218,148.17,148.171,3175.04
1757052000000,148.173,148.273,148.147,148.234,5371.93
1757055600000,148.232,148.256,148.191,148.212,4729.97
1757059200000,148.213,148.223,148.113,148.162,4380.9
1757062800000,148.16,148.188,148.087,148.173,3531.02
1757066400000,148.17,148.185,148.08,148.145,3510.76
1757070000000,148.148,148.251,148.134,148.197,4744.82
1757073600000,148.198,148.198,147.178,147.297,29407.75
1757077200000,147.297,147.467,147.039,147.058,23716.83
1757080800000,147.054,147.206,146.991,147.078,17874.17
1757084400000,147.077,147.084,146.816,146.839,11109.08
1757088000000,146.842,147.151,146.822,147.139,7744.25
1757091600000,147.139,147.303,147.131,147.273,6889.28
1757095200000,147.274,147.485,147.263,147.464,4754.67
1757098800000,147.464,147.502,147.373,147.465,6726.0
1757102400000,147.465,147.505,147.333,147.392,9031.59
1757278800000,148.088,148.206,147.913,147.932,1567.03
1757282400000,147.951,148.47,147.926,148.43,7036.36
1757286000000,148.43,148.452,148.209,148.315,6718.26
1757289600000,148.315,148.576,148.296,148.339,9555.09
1757293200000,148.337,148.386,148.12,148.14,6977.0
1757296800000,148.138,148.151,148.003,148.08,5064.86
1757300400000,148.081,148.222,148.019,148.2,3948.93
1757304000000,148.202,148.253,148.11,148.161,4265.25
1757307600000,148.168,148.178,148.004,148.138,4144.48
1757311200000,148.132,148.161,147.803,147.825,8230.84
1757314800000,147.826,147.833,147.514,147.531,9192.2
1757318400000,147.531,147.737,147.465,147.687,6813.55
1757322000000,147.686,147.77,147.666,147.752,5080.45
1757325600000,147.75,147.878,147.747,147.804,5144.5
1757329200000,147.802,147.819,147.675,147.777,5612.32
1757332800000,147.778,147.879,147.652,147.695,7171.74
1757336400000,147.696,147.741,147.539,147.676,9805.48
1757340000000,147.675,147.873,147.624,147.748,9829.48
1757343600000,147.749,147.765,147.542,147.589,7962.84
1757347200000,147.589,147.777,147.553,147.686,4957.53
1757350800000,147.688,147.766,147.672,147.729,3979.84
1757354400000,147.731,147.731,147.446,147.459,4314.57
1757358000000,147.46,147.473,147.34,147.417,4400.96
1757361600000,147.418,147.539,147.379,147.505,2643.22
1757365200000,147.476,147.524,147.434,147.487,1264.4
1757368800000,147.481,147.511,147.387,147.41,1979.0
1757372400000,147.405,147.419,147.213,147.373,3768.65
1757376000000,147.374,147.431,147.156,147.342,9033.14
1757379600000,147.345,147.398,147.199,147.237,7163.0
1757383200000,147.238,147.341,147.211,147.334,4048.02
1757386800000,147.337,147.402,147.32,147.363,3198.9
1757390400000,147.365,147.376,147.095,147.127,4504.48
1757394000000,147.127,147.132,146.846,146.856,4798.81
1757397600000,146.853,147.134,146.817,147.051,5781.62
1757401200000,147.048,147.315,146.998,147.207,6267.43
1757404800000,147.209,147.333,146.56,146.624,15809.02
1757408400000,146.621,146.621,146.309,146.348,9446.94
1757412000000,146.345,146.52,146.326,146.469,5355.64
1757415600000,146.47,146.764,146.462,146.73,5550.4
1757419200000,146.73,147.007,146.726,146.924,11094.11
1757422800000,146.921,146.966,146.777,146.864,10874.14
1757426400000,146.863,147.133,146.52,147.096,22995.78
1757430000000,147.096,147.349,147.096,147.237,11793.37
1757433600000,147.236,147.336,147.18,147.271,6196.63
1757437200000,147.271,147.361,147.236,147.354,5021.66
1757440800000,147.354,147.432,147.315,147.4,4276.5
1757444400000,147.401,147.462,147.391,147.445,2500.23
1757448000000,147.446,147.469,147.395,147.405,2535.39
1757451600000,147.404,147.404,147.206,147.38,1206.57
1757455200000,147.38,147.415,147.339,147.355,1785.66
1757458800000,147.353,147.451,147.336,147.393,1821.84
1757462400000,147.391,147.476,147.37,147.422,6545.24
1757466000000,147.423,147.571,147.331,147.394,6524.13
1757469600000,147.394,147.412,147.297,147.3,3511.07
1757473200000,147.301,147.399,147.269,147.394,2522.1
1757476800000,147.394,147.459,147.324,147.326,4477.1
1757480400000,147.326,147.485,147.281,147.426,3475.5
1757484000000,147.426,147.586,147.335,147.568,6798.75
1757487600000,147.567,147.57,147.393,147.497,8093.21
1757491200000,147.499,147.556,147.393,147.517,5996.32
1757494800000,147.517,147.541,147.395,147.423,4793.64
1757498400000,147.424,147.483,147.396,147.476,4338.41
1757502000000,147.476,147.543,147.445,147.513,6693.77
1757505600000,147.513,147.647,147.084,147.527,15441.53
1757509200000,147.529,147.604,147.274,147.34,14583.1
1757512800000,147.342,147.427,147.262,147.402,10519.69
1757516400000,147.404,147.44,147.314,147.37,5901.31
1757520000000,147.371,147.412,147.279,147.373,5156.21
1757523600000,147.371,147.391,147.245,147.331,4721.27
1757527200000,147.332,147.353,147.247,147.325,4787.53
1757530800000,147.321,147.467,147.314,147.413,3646.9
1757534400000,147.413,147.463,147.38,147.454,1908.92
1757538000000,147.454,147.454,147.316,147.36,1020.53
1757541600000,147.362,147.422,147.341,147.344,1035.42
1757545200000,147.342,147.377,147.28,147.351,2040.92
1757548800000,147.355,147.467,147.344,147.458,5629.43
1757552400000,147.459,147.477,147.321,147.388,5130.72
1757556000000,147.388,147.479,147.375,147.462,2400.1
1757559600000,147.463,147.476,147.431,147.444,3481.58
1757563200000,147.445,147.455,147.414,147.433,1651.42
1757566800000,147.434,147.585,147.427,147.58,2074.02
1757570400000,147.581,147.79,147.561,147.723,6599.8
1757574000000,147.724,147.832,147.653,147.778,6618.13
1757577600000,147.776,147.863,147.769,147.849,4335.87
1757581200000,147.849,147.99,147.839,147.96,4552.79
1757584800000,147.962,147.987,147.898,147.969,3542.34
1757588400000,147.971,147.987,147.901,147.968,3856.82
1757592000000,147.966,148.179,147.36,147.528,21815.64
1757595600000,147.528,147.62,147.331,147.359,18881.23
1757599200000,147.36,147.377,146.991,147.186,16824.57
1757602800000,147.185,147.308,147.054,147.169,9731.29
1757606400000,147.167,147.169,146.985,147.058,6039.91
1757610000000,147.055,147.303,147.05,147.289,6405.87
1757613600000,147.286,147.306,147.147,147.174,4462.02
1757617200000,147.175,147.192,147.085,147.163,5181.89
1757620800000,147.165,147.243,147.119,147.201,3825.75
1757624400000,147.2,147.21,147.021,147.161,535.57
1757628000000,147.179,147.227,147.119,147.18,1444.08
1757631600000,147.184,147.237,147.146,147.229,2127.63
1757635200000,147.226,147.338,147.166,147.231,6696.53
1757638800000,147.229,147.447,147.215,147.415,5527.19
1757642400000,147.412,147.477,147.398,147.421,4579.31
1757646000000,147.421,147.479,147.421,147.445,2675.93
1757649600000,147.446,147.545,147.446,147.502,3225.18
1757653200000,147.503,147.553,147.33,147.347,2916.02
1757656800000,147.346,147.506,147.324,147.408,5282.97
1757660400000,147.407,147.483,147.241,147.455,7088.07
1757664000000,147.457,147.926,147.452,147.896,13151.07
1757667600000,147.897,147.982,147.857,147.927,6552.19
1757671200000,147.927,147.938,147.742,147.751,4854.81
1757674800000,147.752,147.855,147.684,147.838,5849.91
1757678400000,147.837,148.072,147.809,147.861,9341.29
1757682000000,147.85,147.886,147.697,147.719,9794.33
1757685600000,147.728,147.761,147.588,147.668,10188.52
1757689200000,147.667,147.863,147.651,147.856,7472.86
1757692800000,147.855,147.875,147.628,147.685,4167.14
1757696400000,147.684,147.684,147.514,147.559,4232.06
1757700000000,147.558,147.561,147.47,147.487,3966.58
1757703600000,147.486,147.608,147.461,147.583,3117.98
1757707200000,147.582,147.721,147.576,147.645,3664.42
1757883600000,147.403,147.672,147.367,147.607,454.3
1757887200000,147.761,147.776,147.644,147.711,1839.69
1757890800000,147.706,147.726,147.626,147.675,1672.77
1757894400000,147.677,147.689,147.546,147.549,3186.13
1757898000000,147.55,147.586,147.539,147.574,3380.64
1757901600000,147.575,147.61,147.507,147.516,2445.55
1757905200000,147.516,147.516,147.4,147.428,2497.08
1757908800000,147.427,147.453,147.339,147.403,2026.42
1757912400000,147.401,147.519,147.392,147.511,2065.55
1757916000000,147.51,147.607,147.496,147.53,4615.52
1757919600000,147.531,147.593,147.374,147.468,6867.11
1757923200000,147.469,147.483,147.377,147.409,4824.47
1757926800000,147.408,147.429,147.308,147.366,4116.6
1757930400000,147.367,147.406,147.246,147.392,3083.52
1757934000000,147.392,147.478,147.322,147.416,3178.36
1757937600000,147.417,147.417,147.249,147.27,6956.9
1757941200000,147.269,147.353,147.232,147.347,7176.28
1757944800000,147.349,147.468,147.348,147.417,6487.36
1757948400000,147.421,147.435,147.27,147.272,4268.82
1757952000000,147.273,147.416,147.244,147.338,4882.72
1757955600000,147.337,147.371,147.242,147.254,3799.85
1757959200000,147.254,147.327,147.24,147.324,3676.83
1757962800000,147.323,147.413,147.314,147.388,2228.75
1757966400000,147.388,147.43,147.366,147.377,2889.62
1757970000000,147.378,147.378,147.281,147.326,1005.98
1757973600000,147.325,147.401,147.325,147.394,1047.0
1757977200000,147.395,147.426,147.334,147.401,1892.61
1757980800000,147.406,147.502,147.348,147.441,5658.8
1757984400000,147.44,147.538,147.262,147.352,5688.4
1757988000000,147.353,147.353,147.117,147.152,6118.68
1757991600000,147.152,147.198,147.018,147.099,4995.89
1757995200000,147.099,147.128,146.969,147.013,4785.5
1757998800000,147.014,147.071,146.917,146.993,4769.3
1758002400000,146.995,147.025,146.78,146.897,8882.07
1758006000000,146.894,146.899,146.691,146.889,7827.49
1758009600000,146.891,147.092,146.876,146.998,6701.06
1758013200000,146.997,147.005,146.867,146.96,7187.13
1758016800000,146.96,147.09,146.947,147.054,5438.52
1758020400000,147.054,147.114,146.875,146.954,7186.96
1758024000000,146.954,147.255,146.906,147.098,13790.14
1758027600000,147.096,147.137,146.735,146.76,13380.87
1758031200000,146.759,146.804,146.521,146.526,15913.19
1758034800000,146.527,146.682,146.502,146.557,8951.56
1758038400000,146.558,146.563,146.349,146.356,5972.82
1758042000000,146.354,146.4,146.277,146.376,6776.2
1758045600000,146.375,146.397,146.325,146.342,5564.8
1758049200000,146.343,146.498,146.343,146.494,5388.65
1758052800000,146.494,146.506,146.441,146.477,4421.77
1758056400000,146.473,146.541,146.371,146.44,1025.5
1758060000000,146.439,146.517,146.422,146.492,1009.59
1758063600000,146.49,146.495,146.311,146.412,2739.47
1758067200000,146.411,146.568,146.209,146.534,8475.93
1758070800000,146.536,146.604,146.429,146.498,6546.59
1758074400000,146.499,146.59,146.493,146.537,3769.11
1758078000000,146.536,146.563,146.476,146.532,3123.22
1758081600000,146.532,146.544,146.435,146.455,1901.43
1758085200000,146.46,146.552,146.37,146.514,3990.47
1758088800000,146.512,146.544,146.463,146.498,6242.97
1758092400000,146.5,146.68,146.478,146.666,7807.37
1758096000000,146.666,146.682,146.374,146.45,6265.5
1758099600000,146.45,146.454,146.277,146.318,5231.62
1758103200000,146.32,146.389,146.205,146.273,6188.56
1758106800000,146.271,146.342,146.224,146.338,4355.41
1758110400000,146.337,146.478,146.32,146.378,7395.64
1758114000000,146.379,146.401,146.244,146.336,7308.05
1758117600000,146.337,146.392,146.207,146.341,6992.35
1758121200000,146.342,146.385,146.303,146.36,6044.29
1758124800000,146.362,146.376,146.254,146.287,4107.0
1758128400000,146.288,146.368,146.249,146.249,5790.76
1758132000000,146.242,146.856,145.481,146.714,46367.87
1758135600000,146.711,146.844,146.442,146.777,20997.39
1758139200000,146.776,147.048,146.752,146.939,5761.33
1758142800000,146.941,146.941,146.841,146.919,1566.84
1758146400000,146.919,146.983,146.793,146.837,3500.12
1758150000000,146.835,146.909,146.768,146.883,3992.68
1758153600000,146.88,147.028,146.851,146.913,8750.96
1758157200000,146.914,147.147,146.845,147.025,9885.66
1758160800000,147.024,147.069,146.895,146.906,4692.87
1758164400000,146.902,147.052,146.853,147.051,3996.99
1758168000000,147.052,147.22,147.039,147.204,4588.63
1758171600000,147.207,147.405,147.169,147.352,5398.8
1758175200000,147.35,147.532,147.332,147.41,11126.96
1758178800000,147.407,147.426,147.026,147.117,11439.96
1758182400000,147.116,147.488,147.1,147.433,11985.91
1758186000000,147.432,147.453,147.159,147.275,8608.94
1758189600000,147.273,147.371,147.225,147.262,5573.18
1758193200000,147.26,147.423,147.215,147.384,10490.55
1758196800000,147.384,147.801,147.367,147.786,13692.31
1758200400000,147.791,148.267,147.791,148.058,20392.65
1758204000000,148.059,148.127,147.902,148.013,15664.73
1758207600000,148.012,148.08,147.904,148.022,11386.64
1758211200000,148.023,148.042,147.856,147.866,21079.77
1758214800000,147.866,147.893,147.804,147.873,6371.77
1758218400000,147.875,147.929,147.826,147.88,4075.14
